hour,day_of_year,cloud_cover,temperature,solar_generation
3,223,17.88312976618873,28.63751370066398,7.7487983789006485
16,79,67.8200524835258,28.36062494844045,9.164111614081904
4,170,15.550155172858315,25.478917253517526,10.704493212840926
16,246,10.686992770778902,29.739125976349918,33.60898761542409
16,271,15.362038137092215,24.825428059698133,32.104443446023176
16,99,6.192024321640909,34.92916852504092,41.414733489057426
0,322,25.131874025834435,15.97994606893812,-7.758224732539507
23,141,27.11192710148146,23.864312435348374,36.91248805179719
1,109,49.862208754832174,22.940486878111642,-13.263743814501138
22,313,43.87225172047751,30.406079138937443,30.662055747973916
18,137,47.37134151488451,18.816507128148306,18.865890530172937
8,121,61.603950420890264,23.68150996015452,-5.950699874655235
19,99,23.09614312495438,28.958890733100212,39.67760775353584
22,66,13.470413109189517,27.063837326336223,45.996530112415165
14,144,87.88782786455435,25.902436629532367,-14.221480854589561
18,110,63.394133956895125,23.699102648116543,11.959274355455948
4,130,6.066329393479963,30.040176004879182,14.822970393277794
12,328,96.10516499008203,27.928502558205423,-20.678695710519662
3,257,69.3068502268409,32.49422050692027,-14.487668379155599
12,210,15.170464208701162,29.65997772899687,17.36963929169145
5,246,96.91344316764007,17.808151288994946,-31.375730331952855
11,361,36.54073432496331,27.39076083529242,7.353959083819679
8,154,98.45100798647702,15.890768664543405,-25.252036282956563
14,133,10.32756293932885,22.747417245857747,31.35394506600686
20,21,15.996921703549571,23.238754134435524,43.39764991423677
14,35,65.74195508748441,32.09765806867604,6.3131553184562375
16,360,2.214346516607324,18.607434135543095,37.53756268179363
4,310,1.8689641218235686,27.87083009846571,14.443753821001895
4,224,79.19828322249003,18.84774045171277,-31.15041435771903
23,124,16.77803317398203,33.97340302395588,54.34423903763835
4,240,91.87899925876073,25.589938652964268,-31.714717446269052
20,364,42.58961621713717,29.164275296569564,28.467204982260363
13,300,87.36523542992757,27.93090780954014,-11.773184037027
1,341,41.77635840865285,21.072770479397782,-15.785287977042543
8,4,53.023000497214,33.02395520846254,-0.425719237691242
13,123,31.651416167641276,27.544973374313262,19.686229259907346
14,42,65.80764177559352,25.20636038795083,7.930349720864104
3,169,31.82011659430661,25.567213868991374,0.778179365535574
22,280,22.317009785004927,32.81381048284409,43.52914705822591
5,225,8.104731196270077,16.182389456685403,10.622238904386167
13,185,5.766934782784672,22.781241841821743,30.984937232411028
4,323,30.597435320228893,31.83255055638026,1.4669285405157024
10,11,73.64733452492554,15.750304938513917,-11.321510926012628
20,173,20.56200663436163,27.78362438644271,35.66668225641386
13,96,29.92274501394966,23.06528366279734,16.29626426988726
6,278,90.51714185221239,19.091669410040602,-27.685385733057508
13,139,63.91574958113206,27.228097345140117,3.1812526502828904
12,166,91.97223894219765,31.621220059909398,-12.855497263611959
17,187,91.12260340036342,24.34679108692525,-3.6779341144203253
1,86,6.341068248568993,17.9347477884203,1.4728249619441236
8,231,95.50093249283648,21.123024396439256,-29.016689920395134
10,138,5.117795906125567,34.62706500098034,27.679367552553256
19,19,92.56189177484868,17.22183773447715,-8.174203461794928
10,338,54.673343665671595,18.21430040371295,0.7075422863788554
5,156,53.31895828773915,34.80355695819742,-10.342526714101458
0,95,71.3264062619819,32.64202847375836,-27.042485975787343
4,17,87.921127076173,29.14257489471494,-25.708527621016543
21,280,61.70045556612569,18.019665069220682,19.303424540357796
13,261,42.53998537813215,19.810982997032273,12.599465752264507
15,160,11.18893429847735,18.603644081306058,31.44212759444553
8,309,78.92093058948785,27.619097100211917,-7.457410142873714
18,81,12.829349247080513,22.977377754807687,33.31848907293954
19,185,72.63658611992429,15.955582723901873,7.409175824600501
7,213,52.7924945782026,20.825846054530082,-4.249677999350004
7,342,38.58359247580685,32.21306452129302,5.4420167628868175
15,359,61.298638625336764,30.92084666829328,7.233851890364188
17,167,77.2356086074543,27.860236079384286,5.375153655737112
7,206,94.1139618450621,16.71087028388279,-26.618647806641114
22,336,26.46968828377999,32.655816382790974,44.294898458880986
8,261,94.71301602116982,25.690356174965096,-22.22944822684285
4,274,96.0948045987792,24.89152020060094,-38.28022802250887
1,236,81.36305144796802,33.681271539644484,-26.209568440245913
20,243,88.1437174942349,15.176880538501543,-0.72299801018554
13,220,69.24275137171718,26.117944136695463,-1.35678578790232
17,365,3.9097219931284677,30.824887823774123,37.86257134141186
12,347,57.50785447053921,16.27380949311028,0.5373717970101226
11,70,74.7204562960772,22.143441348297387,-2.795078373854179
14,213,94.1703134706335,34.54970369039414,-5.519333289410028
20,337,57.045184701887365,19.235721033132954,13.693709445731304
14,287,79.42006782573834,25.623588668119105,-4.6219799707071925
22,226,70.50387175444939,29.921380520691102,20.750522142653498
22,269,28.080288854758184,22.80747705013871,36.264349808269415
0,279,15.472807515135855,23.15746493315472,-6.930653126811415
21,249,75.09053286779005,16.26536704206539,7.696090193824313
6,321,23.376836117950738,18.80186696841301,10.093595261680726
12,196,24.46915546301409,32.612184510311764,26.07037258852633
17,30,64.39462387006476,31.36635280833502,10.682623399436336
0,303,78.90684640295285,21.092770445261365,-33.94894469392421
10,131,58.233209286123625,22.634225979618442,-9.209518163036876
12,12,88.49831538790713,23.808208472440917,-13.394821074298473
19,16,21.144326925067446,21.91887256548539,32.29065340616085
8,117,25.241442954073957,28.078234083608518,6.12201673680151
15,149,63.69555041574445,15.256568617432567,-0.1308735945059345
10,109,82.9368184618297,32.60336111842999,-15.619236346902278
2,236,53.93518016782335,21.012981871052386,-16.489735854403417
16,314,1.0381573302546188,32.447469236526786,45.86774681377981
1,5,67.69431292069412,24.087716352465744,-25.078461811586415
8,180,81.35824330179348,30.526619834135573,-14.736889568418295
8,337,27.654362789597407,31.515596778232926,19.015322440289115
15,1,5.419822888226744,21.025776472624656,27.883084682083993
0,8,51.79519781075482,27.806496182338055,-16.9803269202102
16,144,4.215522035095343,27.148279519547835,41.46981656305867
9,143,41.60167439152443,24.520282038337292,5.493376232467677
19,275,1.781784447029544,24.391373537945423,39.54664923057991
4,153,22.49667229079365,21.104065406754287,8.868919888547413
7,287,38.88224518869099,21.20381023215924,3.437037398259087
12,130,11.170588974525785,25.963032165440698,27.009468433115103
20,121,11.415590398868325,15.645412359786956,34.84028195218963
4,59,82.70617403256259,33.67328763949445,-16.37759388273424
3,217,4.142386675739951,27.99958645939563,14.088953501591195
7,31,68.89662486736458,23.868870796597616,-11.95000428964509
22,244,81.44820493493515,16.236120042677847,9.90347377631494
6,140,13.072235413563893,27.600250202461396,16.618120375377437
4,213,19.537073451347265,15.3548532548833,3.180378925169735
9,29,64.14933015950294,28.597343901840347,-5.849376051799256
16,164,31.564661274321892,16.450488950479645,14.426203266851829
5,104,47.64230712349003,28.122043795196266,-7.739782090750264
9,63,83.6002708279732,23.11775532700897,-10.9229968526708
15,15,13.798317138428985,28.252569896995936,29.08513022441404
21,286,61.9652521904706,17.76994651146612,15.45757114546592
9,179,94.23977222808001,17.347658184155218,-27.374169452998128
3,11,5.746662968717054,19.948480820197528,10.640259790244434
1,13,6.000676498476121,23.230226364465025,5.200720637706239
0,215,55.47423726176371,20.060619037599388,-22.59301179387447
2,311,96.00757960943292,16.640307687527805,-41.41373760241419
12,226,22.04736423667888,21.500561966133215,20.678385466897925
11,63,33.07919697162005,29.115218002595356,18.610521204505396
0,255,9.864797454787366,26.66172208367633,-2.011302206126752
20,130,36.22472304368498,34.266491100390944,31.257097163416894
9,263,4.4332480020079945,23.718433219810972,22.412334276739017
5,171,38.909399774474316,21.656047102759572,-5.248945257308785
8,190,55.548777494203094,28.873590553854676,0.35777132546408374
0,284,97.50048266842613,23.23917578925999,-38.2707096777011
11,25,81.838797964195,27.366185374664525,-10.020887194296996
4,160,82.20654107753492,33.92574561132727,-24.96170530525437
0,217,22.814432457219713,24.983784570784486,-0.4686576754880001
1,176,8.723470216884511,24.96350011782659,4.2423216510829285
13,336,60.30747041042436,30.50333046854591,7.932880209596549
1,221,52.11381950557674,30.121533103660013,-7.691548108030114
4,280,51.65038765776313,25.32462892781595,-10.22625268433657
9,81,10.900798620070983,16.294406977935807,17.912258092298824
19,125,49.38848942633258,34.61573987709263,21.59608747877523
5,170,15.035574059956836,22.546408420585472,12.302729568469134
4,70,42.21145937118382,21.334128328974984,-6.071926046605099
1,78,6.2162632644816025,34.63093666568295,5.508483557544268
8,90,85.6892599408569,32.44270433787946,-19.253219205211085
9,348,1.3180086305917826,21.60433283674986,29.697577514000983
7,111,93.93231394453298,21.16618111505936,-27.352877481788557
5,164,86.2891822728939,29.419082852682187,-27.606964470270274
4,128,75.26080725693029,21.68631804990157,-22.561992783037564
20,155,98.25505822857247,20.0286392632881,-4.712325458495208
17,194,5.3819997127583115,34.593416938545246,41.131409084693374
19,173,64.15971060523466,26.314204755678002,15.438220789633041
17,300,84.9302090471716,30.249952425098883,1.6246958788067014
1,313,12.661709653076937,29.261099193837815,4.550393846301229
11,21,58.477497866652726,30.110519893002255,-0.04450193031872951
7,311,39.39219086946718,33.06779952367087,-1.1180567267369366
3,109,43.58271133470934,25.015366657876804,-2.5245583551048956
19,360,91.25240853852262,30.067563585230694,6.97623424108432
22,129,53.86514502747324,30.936276686461426,26.42085476493402
3,280,9.326204484632417,33.92769170992042,14.019216276713902
8,27,93.7216173844429,29.261934061053484,-22.179335511985144
8,344,18.521117056289548,32.85231598769758,14.278202809514923
11,92,89.2636816472064,16.900762003999237,-17.340451244692414
13,295,97.092072108536,17.521931878161574,-16.866822381235004
2,55,87.78374631606955,18.16692379020685,-29.973504283404832
5,196,67.71337778089205,17.89626144086877,-18.20270693826679
14,221,74.35518198230902,16.75037624802688,0.9614369182972249
22,301,69.98672437647552,17.451475715725355,13.759736077893024
18,156,46.05243878550627,34.91820569734654,21.748423953356856
3,101,27.44197187451871,20.44370059100912,2.880427161420074
0,236,28.50027299510297,24.560962142903925,-2.697705680062401
8,285,73.11678612861375,31.432307390709,-10.897873234589095
22,69,62.60364483205502,17.366093481757698,18.93497039650185
15,267,58.48840339691468,21.347300126175476,8.01579584087557
22,138,65.26088379243976,18.18572040435192,17.459319803535884
8,248,77.47862354308889,16.251122320548134,-18.978689816617006
11,103,74.83409146455335,34.21506761261017,2.035441349801416
13,108,10.539640579240183,32.16715672036406,29.18048087340673
14,200,36.30350497067144,32.58595989740516,21.292197691175453
21,215,26.396713678408567,32.37360266264754,39.08483104535898
23,155,53.823866222414516,18.091336684509233,16.961831762194194
20,87,6.141608237157881,30.69993792468211,46.492581076722836
15,209,76.2464047492507,29.557424035345697,-0.10046708378127378
7,178,10.652733376272383,33.508307208491644,17.056491039790988
9,74,27.14020259106179,19.386445445263334,7.1292539861775355
13,258,78.27415052210476,23.28088773751309,-0.7442957827644685
16,273,5.155998291870844,20.898570254277615,32.35271090594469
2,351,66.02010685559915,20.158356366336005,-23.536759718258292
3,336,92.44782717943863,28.047633750456757,-33.37747268016764
15,24,61.76378171877879,18.278866995948782,1.4292937745971086
13,313,71.26574874014109,24.29614239266359,-0.041508817442946544
23,71,79.22668725225469,27.932808948535946,16.100945852927122
13,83,22.22463221861515,17.606061341400853,18.675636017368916
15,353,58.09639180125632,20.139602746754758,4.232606326875493
7,292,30.905671603018913,34.34732115808663,10.423468503855844
17,301,24.949537922530528,30.908586633411694,32.10562215224334
6,10,19.245641508555444,28.539093525747788,10.503252020277206
2,319,58.54306153027108,32.11938414202598,-11.325419394364701
5,43,79.4531926553805,15.279369042777889,-20.430989467750543
19,51,87.58890641884456,15.121488688002279,-2.7831202677247338
15,207,42.85859461418594,18.07933271951341,20.25957906443319
21,107,37.28990001979389,24.905142388355486,30.000781160366646
3,259,68.7306902100591,26.399474143317065,-21.232491368890262
18,194,78.03592418523506,17.273770628841227,4.3033340566855784
